,tweet_id,company,company_count,created_at,favorite_count,retweet_count,screen_name,tweet,label
23,1111412573172228098,JBS,1,2019-03-28 23:39:41,6,0,AgenciaEstado,"JBS reverte prejuízo em lucro líquido de R$ 563,2 milhões no 4Tri18
https://t.co/XNKgZwG0ub Foto: JF Diorio/Estadão https://t.co/tEnoSiV0ne",1.0
24,1111257220157718528,ELETROBRAS,1,2019-03-28 13:22:22,8,1,AgenciaEstado,"Eletrobras reverte prejuízo e tem lucro líquido de R$ 13,348 bilhões em 2018
https://t.co/qAmXC7OjQO Foto: Wilton Júnior/Estadão https://t.co/OxjfqkTSCl",1.0
25,1108382414190059526,EMBRAER,1,2019-03-20 14:58:54,4,1,AgenciaEstado,"O CEO e presidente da empresa combinada de @embraer e @Boeing será John Slattery, antes presidente da Embraer Aviação Comercial
https://t.co/J3C2mL5nvF
Foto: Sergio Castro/Estadão https://t.co/VO1L5N5CPp",0.0
26,1106262498775310348,BRF,1,2019-03-14 18:35:07,3,2,AgenciaEstado,Estado do #Rio cancela incentivos fiscais a @BRF_Brasil e @petrobras ; BRF terá que devolver R$ 300 mi https://t.co/sHikj7vOgl Fotos: Fabio Motta e Dida Sampaio/Estadão https://t.co/ZvVfLQWqST,-1.0
27,1105571655013801994,PETROBRAS,1,2019-03-12 20:49:57,0,2,AgenciaEstado,"Após críticas, Lava Jato pede suspensão da criação de fundo com dinheiro recuperado da Petrobras https://t.co/VKRAm72UTX Foto: Fabio Motta/Estadão https://t.co/Qzh4q2wTUA",-1.0
28,1105493208446971905,CVC,1,2019-03-12 15:38:14,9,1,AgenciaEstado,"Empresário Guilherme Jesus Paulus, pres. do Grupo CVC Turismo, fez delação premiada, levando @policiafederal e @MPF_PGR a deflagrar 3a fase da investigação #Descarte -propina de R$ 39 mi do grupo p/cancelar autuação de R$ 161 mi da @ReceitaFederal no Carf https://t.co/fvJLSlURKP",0.0
29,1102238084681400320,BANCO DO BRASIL,1,2019-03-03 16:03:32,0,3,AgenciaEstado,RT @colunadobroad: Banco do Brasil também pode ter nomes do setor privado em Conselho @estadao:  https://t.co/FDpdy9Ovzp https://t.co/Wsub0…,1.0
30,1101226132945420288,VALE,1,2019-02-28 21:02:24,0,1,AgenciaEstado,"RT @colunadobroad: Bônus externos da Vale resistem a Moody’s, mas mercado está em alerta @estadao:  https://t.co/FV0cWSYS8E https://t.co/fF…",1.0
31,1101072924180705280,PETROBRAS,1,2019-02-28 10:53:36,4,2,AgenciaEstado,"Fique de olho: PIB dos EUA e Brasil, Petrobras e cautela geopolítica devem guiar negócios",0.0
32,1100708158736162816,PETROBRAS,1,2019-02-27 10:44:09,9,2,AgenciaEstado,Fique de olho: Cautela externa pode afetar humor antes de Guedes e balanço da Petrobras,0.0
33,1100683082808594432,COSAN,1,2019-02-27 09:04:31,0,2,AgenciaEstado,"RT @colunadobroad: Com demanda de R$ 5,5 bi, Cosan levanta R$ 1,7 bi para financiar OPA da Comgás @estadao:  https://t.co/1Y9O0E8SV1 https:…",1.0
34,1100352148825669636,EMBRAER,1,2019-02-26 11:09:30,2,2,AgenciaEstado,"Está mantida a reunião com acionistas da Embraer nesta terça-feira para debater a joint venture com a Boeing. A companhia informou que o Tribunal Regional Federal da 3ª Região revogou a liminar de ação pública contra a AGE
https://t.co/DrFbo2uREf",1.0
35,1100321317256073216,IRB,1,2019-02-26 09:06:59,0,3,AgenciaEstado,"RT @colunadobroad: Demanda por ação do IRB a preço de mercado já supera oferta em 1,3 vez @estadao:  https://t.co/2oXdfqp1AY https://t.co/d…",1.0
36,1098946173996535808,B3,1,2019-02-22 14:02:39,4,1,AgenciaEstado,"O número de pessoas físicas investindo em ações durante 2018, na comparação com 2017, aumentou 31%, destacou o diretor de relações com o mercado da B3, Daniel Sonder: https://t.co/43cnoaiI8q",1.0
37,1098540051577876482,BANCO DO BRASIL,1,2019-02-21 11:08:52,0,3,AgenciaEstado,"RT @colunadobroad: BB quer vender filial nos EUA, mas oferta não anima @estadao:  https://t.co/0KlzDcd0Fj https://t.co/prmmlBMLuX",-1.0
38,1097120035900981249,SANTANDER,1,2019-02-17 13:06:14,0,2,AgenciaEstado,RT @colunadobroad: Santander pode ter Rial no comando global @estadao:  https://t.co/WESRaWbmI9 https://t.co/Ttrbe7decA,0.0
39,1094631529114931206,ITAÚ,1,2019-02-10 16:17:48,0,2,AgenciaEstado,RT @colunadobroad: Multimercado bilionário da Legacy Capital chega na plataforma do Itaú @estadao:  https://t.co/QNh69W4HoG https://t.co/Sz…,1.0
40,1094008734605602816,VALE,1,2019-02-08 23:03:02,2,1,AgenciaEstado,"Ibovespa acumula perda de 2,57% na semana, com reforma da Previdência, Vale e exterior no foco https://t.co/AZzFEObW7j Foto: Luana Pavani/Estadão https://t.co/huwVrSSTjC",-1.0
41,1093448905059123200,VALE,1,2019-02-07 09:58:28,8,3,AgenciaEstado,"Fique de olho: Mercado deve se ajustar a Copom menos ""dovish"", com Previdência e Vale no foco",0.0
42,1093082883550527489,IRB,1,2019-02-06 09:44:02,0,2,AgenciaEstado,"RT @colunadobroad: Além dos sócios, Caixa escolhe BofA para oferecer ações do IRB @estadao:  https://t.co/TQN7PzUrbd https://t.co/5QpixIEpRd",0.0
43,1093082871995289600,BRASKEM,1,2019-02-06 09:43:59,0,1,AgenciaEstado,RT @colunadobroad: Braskem reduz preço pelo quarto mês consecutivo @estadao:  https://t.co/WdbkyTNdh3 https://t.co/ebAn3JZA0c,-1.0
44,1092718398864269313,IRB,1,2019-02-05 09:35:42,0,4,AgenciaEstado,RT @colunadobroad: Caixa seleciona banco para vender ações do IRB em fundo antes do Carnaval @estadao:  https://t.co/o9X3q2sQXa https://t.c…,1.0
45,1092718388374315008,IRB,1,2019-02-05 09:35:40,0,3,AgenciaEstado,RT @colunadobroad: Venda de ações do IRB Brasil Re já foi cogitada no governo Temer @estadao:  https://t.co/gJPPtMjjYf https://t.co/KHsQNcv…,1.0
46,1091993376948400128,BANCO DO BRASIL,1,2019-02-03 09:34:43,0,3,AgenciaEstado,RT @colunadobroad: Mapfre enxuga operação após rever casamento com BB e gestor deixa o grupo @estadao:  https://t.co/cjsjpIAA6d https://t.c…,-1.0
47,1090548679604342785,VALE,1,2019-01-30 09:54:01,4,0,AgenciaEstado,Fique de olho: Vale e leilão de linha podem apoiar mercado interno em meio a Fed e diálogo EUA-China,1.0
48,1090186115041120259,VALE,1,2019-01-29 09:53:19,5,4,AgenciaEstado,"Fique de olho: Vale, Brexit e atritos entre EUA-China ficam no foco e mercados têm sinais mistos.",0.0
49,1089481224849104896,BANCO DO BRASIL,1,2019-01-27 11:12:20,0,1,AgenciaEstado,"RT @colunadobroad: BB bate recorde de R$ 9,5 bi em crédito com fundo do Centro-Oeste @estadao:  https://t.co/oat72zH3HF https://t.co/Gj83jA…",1.0
50,1087660427612426241,USIMINAS,1,2019-01-22 10:37:08,0,1,AgenciaEstado,RT @colunadobroad: Ex-Ternium Glauco Sabatini volta para a Mineração Usiminas @estadao:  https://t.co/UlZUBSTfLI https://t.co/9GqF3TVAdh,0.0
51,1086960546065408005,BANCO DO BRASIL,1,2019-01-20 12:16:03,0,2,AgenciaEstado,"RT @colunadobroad: BB alcança mais de R$ 11 bi em consórcios em 2018, alta de 32% @estadao:  https://t.co/1QTPeFoE2T https://t.co/Wft7a5b8E8",1.0
52,1085931588704190464,ITAÚ,1,2019-01-17 16:07:21,0,2,AgenciaEstado,RT @colunadobroad: Candido Bracher toma para si a ouvidoria do Itaú Unibanco @estadao:  https://t.co/wVETtFx6hK https://t.co/tw8TcIBhs3,0.0
53,1085450218378809344,BANCO DO BRASIL,1,2019-01-16 08:14:33,0,2,AgenciaEstado,RT @colunadobroad: Casa Civil barra Basílio para vice-presidência do BB @estadao:  https://t.co/hInMj2Pan7 https://t.co/4GHTBtpAnE,0.0
54,1082581820171005953,BANCO DO BRASIL,1,2019-01-08 10:16:33,0,2,AgenciaEstado,RT @colunadobroad: BB confirma mudanças em sua alta cúpula @estadao:  https://t.co/aCeKJy28uh https://t.co/eS3BBGClrF,0.0
55,1080816037980004352,IRB,1,2019-01-03 13:19:58,0,1,AgenciaEstado,RT @colunadobroad: IRB lidera altas entre empresas do IBrX 100 no ano @estadao:  https://t.co/YaIGu3Q7nS https://t.co/oDENdGmhC8,1.0
56,1078590852061163520,PETROBRAS,1,2018-12-28 09:57:53,4,1,AgenciaEstado,Fique de olho: Petróleo dá fôlego às bolsas e pode ajudar Petrobras em dia de agenda local robusta,1.0
57,1075708192523472896,ITAÚ,1,2018-12-20 11:03:13,0,1,AgenciaEstado,RT @colunadobroad: Asset do Itaú alcança nova marca histórica com R$ 651 bi sob gestão @estadao:  https://t.co/CKb7tNAOAu https://t.co/6awq…,1.0
58,1074314117861818369,PETROBRAS,1,2018-12-16 14:43:40,2,8,AgenciaEstado,"Aumento médio de 0,7% no preço do diesel nas refinarias passa a valer hoje, informa Petrobras",1.0
59,1074253961622900736,BRADESCO,1,2018-12-16 10:44:37,0,2,AgenciaEstado,RT @colunadobroad: Bradesco capta US$ 300 mi com IFC @estadao:  https://t.co/RhYvl6hy8M https://t.co/E9vMfVTMm7,1.0
60,1073511955846062083,BANCO DO BRASIL,1,2018-12-14 09:36:09,0,2,AgenciaEstado,RT @colunadobroad: BB antecipa meta de R$ 2 bi em simulador de investimentos @estadao:  https://t.co/ZUB4Oc41L5 https://t.co/HbwhdBGGix,1.0
61,1073511940423602177,ITAÚ,1,2018-12-14 09:36:06,0,4,AgenciaEstado,"RT @colunadobroad: Com emissão de R$ 1,2 bi, Itaú Unibanco estreia no mercado de LIG @estadao:  https://t.co/xViX5BivmW https://t.co/pEpsoy…",1.0
62,1073195604296298496,SMILES,1,2018-12-13 12:39:05,0,1,AgenciaEstado,"RT @colunadobroad: Smiles dá ponta pé na Argentina, de olho em share de 10% @estadao:  https://t.co/qGp0ZzsGO0 https://t.co/HvEUwB7p2q",1.0
63,1073195586696957952,SANTANDER,1,2018-12-13 12:39:01,0,2,AgenciaEstado,RT @colunadobroad: Santander Brasil leva folha de pagamentos do McDonald´s @estadao:  https://t.co/yHzfCjHKSQ https://t.co/PefmEwGO15,1.0
64,1073164928666750976,CSN,1,2018-12-13 10:37:12,5,3,AgenciaEstado,"A CSN prevê produção de 28,5 milhões de toneladas de minério de ferro em 2018, volume que crescerá para 31,5 milhões de toneladas em 2019. Em 2020, o volume cairá para 30,7 milhões de toneladas e subirá para 31,2 milhões de toneladas em 2021. Foto: Tasso Marcelo/Estadão https://t.co/DYDtH9wB20",1.0
65,1070285580913786880,PETROBRAS,1,2018-12-05 11:55:42,2,1,AgenciaEstado,"Petrobras estima crescimento de 10% da produção de óleo no Brasil em 2019 e de 7% no total. Para o período entre 2020 e 2023, a produção total de óleo e gás natural terá um crescimento médio de 5% ao ano, segundo a companhia.
https://t.co/qLJ2GUzS3N

Foto: Fábio Motta/Estadão https://t.co/Z5tXHgXocr",1.0
66,1070276793305849860,BRADESCO,1,2018-12-05 11:20:46,0,2,AgenciaEstado,RT @colunadobroad: Bradesco remodela sua área de cliente corporate @estadao:  https://t.co/fDKwYSzbCk https://t.co/G0mmt2TE9U,1.0
67,1070045746530000896,BANCO DO BRASIL,1,2018-12-04 20:02:41,0,2,AgenciaEstado,RT @colunadobroad: Paulo Ricci entrega pedido de aposentadoria no BB; interino assume @estadao:  https://t.co/FWxRkShEq3 https://t.co/Tz1iX…,0.0
68,1070021187428904961,JBS,1,2018-12-04 18:25:05,0,2,AgenciaEstado,"RT @BroadcastAgro: A JBS Tolleson Inc., unidade da brasileira JBS no Estado de Arizona, nos Estados Unidos, está fazendo recall de cerca de…",-1.0
69,1069904413014278144,VIA VAREJO,1,2018-12-04 10:41:04,0,3,AgenciaEstado,RT @colunadobroad: Zurich Seguros tem cheque de R$ 2 bi com Via Varejo @estadao:  https://t.co/Wwm7O4KqLX https://t.co/VuRGk9a6VV,1.0
70,1069904400628486144,CIELO,1,2018-12-04 10:41:01,0,2,AgenciaEstado,RT @colunadobroad: Cielo vende metade das maquininhas Stelo do ano todo na Black Friday @estadao:  https://t.co/ywL026si1j https://t.co/QVW…,1.0
71,1068088547704483840,BANCO DO BRASIL,1,2018-11-29 10:25:28,0,2,AgenciaEstado,RT @colunadobroad: Pedidos de aposentadorias no BB abrem espaço para nova gestão @estadao:  https://t.co/enEYznLtx0 https://t.co/gKIFPGCT06,0.0
72,1065961258174828544,PETROBRAS,1,2018-11-23 13:32:23,4,1,AgenciaEstado,"A privatização da Petrobras ou de parte dela é uma questão que deve ser considerada ""com muita atenção"" pelo futuro governo, diz seu ex-presidente, Pedro Parente, atualmente na @BRF_Global
https://t.co/myr3JfVL7z
Foto: Wilton Junior/Estadão https://t.co/mgZnDOOCa7",0.0
73,1065544513912020992,BANCO DO BRASIL,1,2018-11-22 09:56:23,0,3,AgenciaEstado,RT @colunadobroad: Monteiro pede tempo à equipe de Bolsonaro para decidir sobre convite ao BB @estadao:  https://t.co/yeSO9sAKZ7 https://t.…,0.0
74,1064966968564953088,PETROBRAS,1,2018-11-20 19:41:26,2,0,AgenciaEstado,Ativos brasileiros ampliam ritmo de queda em Nova York e ADR da Petrobras recua 5% https://t.co/9lGcUAiI6q Foto: André Lessa/Estadão https://t.co/UJxhjyPkNW,-1.0
75,1064457858048303106,PETROBRAS,1,2018-11-19 09:58:24,8,1,AgenciaEstado,"Fique de olho: Castello Branco na petrobras é foco antes de 2 feriados, IPCA-15 e disputa EUA-China",0.0
76,1063065896476909568,GERDAU,1,2018-11-15 13:47:15,3,3,AgenciaEstado,"A Gerdau deu início a uma oferta, no exterior, de recompra à vista de bonds em circulação no valor de até US$ 900 milhões. Segundo a empresa, o principal objetivo da oferta é o gerenciamento dos passivos. Foto: Denny Cesare/Estadao https://t.co/p8Ir7Xnnee",1.0
77,1060973498829602816,PETROBRAS,1,2018-11-09 19:12:48,2,1,AgenciaEstado,"O vice-presidente da República eleito, @GeneralMourao, esteve no prédio da Petrobras, no Rio, no momento em que a diretoria, incluindo o presidente da companhia, Ivan Monteiro, fez uma apresentação institucional da empresa https://t.co/RtNi4YMkDF Foto: Werther Santana/Estadão https://t.co/4nln3I1myz",0.0
78,1060830163796148224,KLABIN,1,2018-11-09 09:43:14,0,1,AgenciaEstado,RT @colunadobroad: Klabin pretende captar US$ 500 mi com emissão de bônus @estadao:  https://t.co/mCm8qV3wgh https://t.co/mcMykBxHSf,1.0
79,1059953938886262784,TIM,1,2018-11-06 23:41:26,1,0,AgenciaEstado,"TIM tem lucro líquido de R$ 1,338 bilhão no 3Tri18, ante R$ 279 milhões no 3Tri17 https://t.co/XFnFKuCz4k Foto: Fabio Motta/Estadão https://t.co/wTSWXRUoXQ",1.0
80,1055791835011039233,USIMINAS,1,2018-10-26 12:02:43,4,0,AgenciaEstado,"Usiminas reporta lucro, Ebitda e receita acima das projeções no terceiro trimestre.
Foto: Clayton Souza/Estadão

https://t.co/aYDnV8iiNY https://t.co/v4KTG0PpyI",1.0
81,1055776500916670466,CIELO,1,2018-10-26 11:01:47,0,1,AgenciaEstado,RT @colunadobroad: Cielo confirma Caffarelli na presidência a partir de novembro https://t.co/2jHGJSHoyT,0.0
82,1055754871469686784,CIELO,1,2018-10-26 09:35:50,0,2,AgenciaEstado,RT @colunadobroad: Caffarelli presidirá a Cielo a partir de novembro @estadao:  https://t.co/aaVGjFFSDd https://t.co/hNZIJ9kAE7,0.0
83,1054376327367802881,BANCO DO BRASIL,1,2018-10-22 14:18:00,3,1,AgenciaEstado,"Pres. @BancodoBrasil, Paulo Caffarelli, diz q BB teve 'pequena' alta nos desembolsos na área de crédito no 3º tri ante tri anterior. P/ele, os 3 últimos meses serão melhores do ano, c/maior atividade no mercado de dívida do q oferta de ações https://t.co/UCO2MBe3T7 Dida Sampaio https://t.co/m8pwxVtngQ",1.0
84,1052979166310801408,PÃO DE AÇÚCAR,1,2018-10-18 17:46:11,1,1,AgenciaEstado,"O grupo varejista francês Casino, controlador do Pão de Açúcar, tem vendas líquidas de 8,9 bilhões de euros no 3º trimestre https://t.co/K3iKvh9us7 Foto:; Sérgio Castro/Estadão https://t.co/JjRMRRPXPZ",1.0
85,1050017114579509250,B3,1,2018-10-10 13:36:03,0,1,AgenciaEstado,RT @colunadobroad: B3 estuda segmento específico para empresas de tecnologia @estadao:  https://t.co/VMnvmSdJZD https://t.co/D6emTgnFix,1.0
86,1047905178635186176,JBS,1,2018-10-04 17:43:58,1,0,AgenciaEstado,"Nos #EUA, JBS faz recall de 3 mil toneladas de carne por suspeita de salmonela
https://t.co/GrWyqwj1lc Foto: Werther Santana/Estadão https://t.co/WHf10tz3mG",-1.0
87,1047558298654969858,TIM,1,2018-10-03 18:45:35,2,1,AgenciaEstado,"A operadora Porto Seguro Conecta fará a migração de mais de 500 mil linhas para a rede da TIM, conforme acordo acertado nesta quarta-feira, 3, entre as companhias https://t.co/dnhDNazyiv Foto: Fabio Motta/Estadão https://t.co/j4WOnIiVqL",1.0
88,1047440696003756032,SANTANDER,1,2018-10-03 10:58:17,0,2,AgenciaEstado,RT @colunadobroad: Santander lançará fundo de infraestrutura de até R$ 500 milhões com critérios ESG @estadao:  https://t.co/KFAGYx1ZAA htt…,1.0
89,1046766593039114243,PÃO DE AÇÚCAR,1,2018-10-01 14:19:38,3,3,AgenciaEstado,"Presidente do @carrefourbrasil  Noel Prioux diz que no País não há discussão com o grupo Casino, controlador do Grupo Pão de Açúcar. ""Não temos discussão com o Casino e não vamos ter"".
https://t.co/yPyuV4nJc2
Foto: JF Dorio/Estadão https://t.co/D0NQGgIBoi",0.0
90,1045669663487733760,ITAÚ,1,2018-09-28 13:40:50,0,2,AgenciaEstado,"RT @colunadobroad: Fundo verde capta, em 2 horas, R$ 100 mi na plataforma do Itaú @estadao:  https://t.co/rU6n49fc1x https://t.co/mueGnMZuiW",1.0
91,1045275353567162368,SANTANDER,1,2018-09-27 11:33:59,0,2,AgenciaEstado,"RT @colunadobroad: Santander leva Mauro Bizzato, da Livelo, para comandar o Esfera @estadao:  https://t.co/eF8zETsHql https://t.co/MlytuGBf…",0.0
92,1041670030562414593,PETROBRAS,1,2018-09-17 12:47:43,1,1,AgenciaEstado,"Petrobras mantém o preço médio do litro da gasolina nas refinarias em R$ 2,2514 para esta terça-feira (18)
https://t.co/8tSEV8Vl6Q
Foto: Tiago Queiroz/Estadão https://t.co/kV59dHft57",0.0
93,1039859843916546049,VIA VAREJO,1,2018-09-12 12:54:41,6,2,AgenciaEstado,"Via Varejo lança com AirFox solução VV Pay, que permite pagamento de carnê @CasasBahia  por aplicativo
Foto: Sergio Castro/Estadão https://t.co/7tH8wrBnvk",1.0
94,1039503166725861378,SANTANDER,1,2018-09-11 13:17:22,0,2,AgenciaEstado,RT @colunadobroad: Santander faz ofensiva  no crédito imobiliário @estadao:  https://t.co/qrFJ8BRQm4 https://t.co/HYPz6EZwcx,1.0
95,1036596836398784520,BRF,1,2018-09-03 12:48:39,0,1,AgenciaEstado,"RT @BroadcastAgro: BRF anuncia três novos vice-presidentes de Finanças e RI; Planejamento Integrado; e Estratégia, Gestão e Inovação. São e…",0.0
96,1035506430219116545,PETROBRAS,1,2018-08-31 12:35:46,3,3,AgenciaEstado,"Petrobras altera preço do diesel, que terá aumento de 13% a partir de hoje, para R$ 2,2964. No final da noite de ontem, a ANP divulgou a tabela com os novos preços  https://t.co/gbP5ewQxck

Foto: Fábio Motta/Estadão https://t.co/0kbzrW6kmg",1.0
97,1035501580907409409,SUZANO,1,2018-08-31 12:16:30,0,4,AgenciaEstado,RT @colunadobroad: Captação externa de US$ 1 bi da Suzano atrai mais 13 bancos @estadao:  https://t.co/uP0qDL3Hxy https://t.co/BMf3bJWwna,1.0
98,1034798950291853312,CSN,1,2018-08-29 13:44:30,0,1,AgenciaEstado,RT @colunadobroad: Fazenda quer substituir  penhora da CSN por dinheiro @estadao:  https://t.co/LEcfU9gY2w https://t.co/OGmrTsWU8W,-1.0
99,1034798931270672384,NATURA,1,2018-08-29 13:44:25,0,2,AgenciaEstado,"RT @colunadobroad: Com R$ 1 bi de debêntures, Natura alonga dívida com bancos @estadao:  https://t.co/viQP56Htxh https://t.co/9ycesGUrhU",-1.0
100,1031959958257131520,ELETROBRAS,1,2018-08-21 17:43:21,4,3,AgenciaEstado,"Candidato a vice-presidente na chapa do senador @alvarodias_  (Podemos), Paulo Rabello de Castro (PSC), defendeu maior planejamento antes de fazer privatizações, incluindo a da Eletrobras, durante evento promovido pela @Abraceel. https://t.co/9lgRz82LTb Foto: Felipe Rau/Estadão https://t.co/O0b5u4ln7z",0.0
101,1031855723330850819,USIMINAS,1,2018-08-21 10:49:10,0,1,AgenciaEstado,RT @colunadobroad: Gasômetro da Usiminas passou por reforma em 2010 @estadao:  https://t.co/IwIHYDOmw7 https://t.co/TzGZ1n6Ygh,0.0
102,1031515046478852096,PETROBRAS,1,2018-08-20 12:15:26,1,3,AgenciaEstado,"A explosão na madrugada desta segunda-feira na Refinaria de Paulínia (Replan), em São Paulo, pode ser consequência da redução dos funcionários da Petrobras e nos investimentos em manutenção, avaliou o
 coordenador-geral da Federação Única dos Petroleiros (FUP), Simão Zanardi.",-1.0
103,1031514750667173888,MARFRIG,1,2018-08-20 12:14:15,3,0,AgenciaEstado,"A Marfrig Global Foods anunciou hoje a venda da sua subsidiária Keystone Foods para a Tyson Foods por US$ 2,4 bilhões.",1.0
104,1030251754204672002,PETROBRAS,1,2018-08-17 00:35:34,2,0,AgenciaEstado,"Petrobras vence ação no Carf contra cobrança de R$ 8,18 bilhões https://t.co/qXBTw0MVdj Foto: Fabio Motta/Estadão https://t.co/D3lJ27yyJa",1.0
105,1129034972176764929,ULTRAPAR,1,2019-05-16 14:44:48,4,0,leiamoneytimes,#UGPA3 Ultrapar: Credit Suisse enxerga resultados fracos e deterioração da Extrafarma https://t.co/TmmbEmA6YS,-1.0
106,1129027455816220672,VALE,1,2019-05-16 14:14:56,3,0,leiamoneytimes,Vale e siderúrgicas avançam puxadas pela valorização do minério de ferro https://t.co/dO4Ckm7e1z,1.0
